Shimmer_B640_Timestamp_Unix_CAL,Shimmer_B640_Accel_LN_X_CAL,Shimmer_B640_Accel_LN_Y_CAL,Shimmer_B640_Accel_LN_Z_CAL,Shimmer_B640_GSR_CAL,Shimmer_B640_PPGToHR_PPG_A13_CAL,Shimmer_B640_PPG_A13_CAL
ms,m/(s^2),m/(s^2),m/(s^2),kOhms,BPM,mV
1.43507E+12,6.168674699,-0.228915663,7.734939759,1261.072532,-1,1157.509158
1.43507E+12,6.168674699,-0.21686747,7.722891566,1261.79781,-1,1163.369963
1.43507E+12,6.168674699,-0.228915663,7.710843373,1261.072532,-1,1172.161172
1.43507E+12,6.156626506,-0.228915663,7.698795181,1261.79781,-1,1180.952381
1.43507E+12,6.168674699,-0.228915663,7.734939759,1261.072532,-1,1189.74359
1.43507E+12,6.168674699,-0.253012048,7.722891566,1261.072532,-1,1194.871795
1.43507E+12,6.144578313,-0.21686747,7.734939759,1261.072532,-1,1197.069597
1.43507E+12,6.13253012,-0.228915663,7.734939759,1261.072532,-1,1197.802198
1.43507E+12,6.156626506,-0.240963855,7.746987952,1261.79781,-1,1197.802198
1.43507E+12,6.168674699,-0.228915663,7.734939759,1261.072532,-1,1196.336996
1.43507E+12,6.21686747,-0.204819277,7.722891566,1261.072532,-1,1190.47619
1.43507E+12,6.180722892,-0.204819277,7.722891566,1261.79781,-1,1184.615385
1.43507E+12,6.13253012,-0.204819277,7.722891566,1261.79781,-1,1180.21978
1.43507E+12,6.156626506,-0.228915663,7.722891566,1261.79781,-1,1175.091575
1.43507E+12,6.13253012,-0.240963855,7.734939759,1261.072532,-1,1169.230769
1.43507E+12,6.120481928,-0.253012048,7.746987952,1261.79781,-1,1164.102564
1.43507E+12,6.13253012,-0.253012048,7.746987952,1261.79781,-1,1158.241758
1.43507E+12,6.168674699,-0.21686747,7.734939759,1261.79781,-1,1152.380952
1.43507E+12,6.180722892,-0.204819277,7.734939759,1261.79781,-1,1146.520147
1.43507E+12,6.156626506,-0.204819277,7.722891566,1261.072532,-1,1142.124542
1.43507E+12,6.168674699,-0.21686747,7.746987952,1261.79781,-1,1141.391941
1.43507E+12,6.180722892,-0.228915663,7.722891566,1262.523922,-1,1141.391941
1.43507E+12,6.13253012,-0.228915663,7.746987952,1261.79781,-1,1142.124542
1.43507E+12,6.120481928,-0.228915663,7.734939759,1262.523922,-1,1143.589744
1.43507E+12,6.156626506,-0.21686747,7.722891566,1261.79781,-1,1146.520147
1.43507E+12,6.204819277,-0.192771084,7.722891566,1261.79781,-1,1150.915751
1.43507E+12,6.180722892,-0.204819277,7.710843373,1261.79781,-1,1158.974359
1.43507E+12,6.180722892,-0.204819277,7.710843373,1261.79781,-1,1169.230769
1.43507E+12,6.180722892,-0.21686747,7.722891566,1261.79781,-1,1185.347985
1.43507E+12,6.156626506,-0.21686747,7.722891566,1261.79781,-1,1209.52381
1.43507E+12,6.156626506,-0.21686747,7.734939759,1261.79781,-1,1241.025641
1.43507E+12,6.13253012,-0.228915663,7.710843373,1262.523922,-1,1280.586081
1.43507E+12,6.120481928,-0.228915663,7.722891566,1262.523922,-1,1326.739927
1.43507E+12,6.13253012,-0.228915663,7.710843373,1262.523922,-1,1378.754579
1.43507E+12,6.156626506,-0.228915663,7.746987952,1262.523922,-1,1435.897436
1.43507E+12,6.168674699,-0.253012048,7.722891566,1262.523922,-1,1493.772894
1.43507E+12,6.192771084,-0.253012048,7.722891566,1262.523922,-1,1549.450549
1.43507E+12,6.204819277,-0.240963855,7.710843373,1261.79781,-1,1603.663004
1.43507E+12,6.192771084,-0.21686747,7.722891566,1261.79781,-1,1651.282051
1.43507E+12,6.180722892,-0.21686747,7.722891566,1262.523922,-1,1692.307692
1.43507E+12,6.156626506,-0.21686747,7.722891566,1262.523922,-1,1726.739927
1.43507E+12,6.168674699,-0.204819277,7.734939759,1262.523922,-1,1751.648352
1.43507E+12,6.168674699,-0.204819277,7.722891566,1261.79781,-1,1767.032967
1.43507E+12,6.156626506,-0.21686747,7.734939759,1261.79781,-1,1775.091575
1.43507E+12,6.168674699,-0.21686747,7.722891566,1261.79781,-1,1775.091575
1.43507E+12,6.156626506,-0.192771084,7.722891566,1261.79781,-1,1771.428571
1.43507E+12,6.168674699,-0.228915663,7.734939759,1261.79781,-1,1764.835165
1.43507E+12,6.168674699,-0.228915663,7.710843373,1261.79781,-1,1759.70696
1.43507E+12,6.156626506,-0.240963855,7.722891566,1261.79781,-1,1752.380952
1.43507E+12,6.180722892,-0.228915663,7.722891566,1262.523922,-1,1741.391941
1.43507E+12,6.180722892,-0.21686747,7.722891566,1261.79781,-1,1726.007326
1.43507E+12,6.168674699,-0.21686747,7.722891566,1262.523922,-1,1705.494505
1.43507E+12,6.144578313,-0.21686747,7.722891566,1261.79781,-1,1680.586081
1.43507E+12,6.120481928,-0.228915663,7.710843373,1261.79781,-1,1651.282051
1.43507E+12,6.13253012,-0.228915663,7.746987952,1262.523922,-1,1622.710623
1.43507E+12,6.144578313,-0.253012048,7.746987952,1262.523922,-1,1593.406593
1.43507E+12,6.168674699,-0.253012048,7.722891566,1262.523922,-1,1564.835165
1.43507E+12,6.180722892,-0.204819277,7.710843373,1261.79781,-1,1542.857143
1.43507E+12,6.156626506,-0.204819277,7.734939759,1261.79781,-1,1522.344322
1.43507E+12,6.180722892,-0.204819277,7.722891566,1263.25087,-1,1505.494505
1.43507E+12,6.228915663,-0.192771084,7.698795181,1262.523922,-1,1499.6337
1.43507E+12,6.21686747,-0.204819277,7.710843373,1261.79781,-1,1498.901099
1.43507E+12,6.180722892,-0.204819277,7.710843373,1262.523922,-1,1503.296703
1.43507E+12,6.144578313,-0.21686747,7.734939759,1263.25087,-1,1510.622711
1.43507E+12,6.13253012,-0.228915663,7.734939759,1263.25087,-1,1517.948718
1.43507E+12,6.144578313,-0.21686747,7.759036145,1262.523922,-1,1522.344322
1.43507E+12,6.156626506,-0.21686747,7.734939759,1262.523922,-1,1526.007326
1.43507E+12,6.120481928,-0.228915663,7.710843373,1263.25087,-1,1528.937729
1.43507E+12,6.13253012,-0.228915663,7.698795181,1263.25087,-1,1531.135531
1.43507E+12,6.168674699,-0.228915663,7.710843373,1263.25087,-1,1529.67033
1.43507E+12,6.168674699,-0.228915663,7.734939759,1262.523922,-1,1522.344322
1.43507E+12,6.156626506,-0.240963855,7.722891566,1262.523922,-1,1509.89011
1.43507E+12,6.144578313,-0.204819277,7.722891566,1263.25087,-1,1495.970696
1.43507E+12,6.168674699,-0.21686747,7.722891566,1262.523922,-1,1480.586081
1.43507E+12,6.204819277,-0.21686747,7.722891566,1262.523922,-1,1466.666667
1.43507E+12,6.204819277,-0.240963855,7.734939759,1263.25087,-1,1454.945055
1.43507E+12,6.192771084,-0.240963855,7.698795181,1262.523922,-1,1442.490842
1.43507E+12,6.180722892,-0.204819277,7.698795181,1263.25087,-1,1427.106227
1.43507E+12,6.168674699,-0.228915663,7.698795181,1262.523922,-1,1410.989011
1.43507E+12,6.168674699,-0.228915663,7.722891566,1263.25087,-1,1389.74359
1.43507E+12,6.156626506,-0.21686747,7.722891566,1262.523922,-1,1369.230769
1.43507E+12,6.168674699,-0.21686747,7.722891566,1263.25087,-1,1349.450549
1.43507E+12,6.168674699,-0.228915663,7.722891566,1262.523922,-1,1329.67033
1.43507E+12,6.156626506,-0.228915663,7.710843373,1263.25087,-1,1310.622711
1.43507E+12,6.168674699,-0.228915663,7.722891566,1263.25087,-1,1295.970696
1.43507E+12,6.156626506,-0.21686747,7.710843373,1263.25087,-1,1280.586081
1.43507E+12,6.168674699,-0.21686747,7.722891566,1262.523922,-1,1268.131868
1.43507E+12,6.180722892,-0.228915663,7.734939759,1263.25087,-1,1258.608059
1.43507E+12,6.156626506,-0.21686747,7.734939759,1263.25087,-1,1248.351648
1.43507E+12,6.156626506,-0.21686747,7.722891566,1262.523922,-1,1240.29304
1.43507E+12,6.192771084,-0.21686747,7.710843373,1263.25087,-1,1235.164835
1.43507E+12,6.192771084,-0.240963855,7.710843373,1263.25087,-1,1230.769231
1.43507E+12,6.180722892,-0.240963855,7.698795181,1263.25087,-1,1224.908425
1.43507E+12,6.180722892,-0.228915663,7.722891566,1263.25087,-1,1219.78022
1.43507E+12,6.168674699,-0.21686747,7.710843373,1262.523922,-1,1213.186813
1.43507E+12,6.168674699,-0.228915663,7.698795181,1263.25087,-1,1207.326007
1.43507E+12,6.180722892,-0.21686747,7.722891566,1263.25087,-1,1204.395604
1.43507E+12,6.180722892,-0.21686747,7.710843373,1263.25087,-1,1201.465201
1.43507E+12,6.168674699,-0.21686747,7.710843373,1263.25087,-1,1199.267399
1.43507E+12,6.180722892,-0.204819277,7.710843373,1263.25087,-1,1198.534799
1.43507E+12,6.168674699,-0.21686747,7.722891566,1263.25087,-1,1197.069597
1.43507E+12,6.180722892,-0.21686747,7.710843373,1263.25087,-1,1195.604396
1.43507E+12,6.180722892,-0.21686747,7.722891566,1263.25087,-1,1194.139194
1.43507E+12,6.168674699,-0.204819277,7.710843373,1263.25087,-1,1193.406593
1.43507E+12,6.180722892,-0.204819277,7.710843373,1263.25087,-1,1196.336996
1.43507E+12,6.168674699,-0.21686747,7.710843373,1263.978656,-1,1197.069597
1.43507E+12,6.180722892,-0.21686747,7.710843373,1263.978656,-1,1199.267399
1.43507E+12,6.168674699,-0.253012048,7.710843373,1263.978656,-1,1201.465201
1.43507E+12,6.180722892,-0.21686747,7.734939759,1263.25087,-1,1202.197802
1.43507E+12,6.156626506,-0.21686747,7.746987952,1263.25087,-1,1201.465201
1.43507E+12,6.168674699,-0.204819277,7.722891566,1263.25087,-1,1200.732601
1.43507E+12,6.180722892,-0.204819277,7.722891566,1263.978656,-1,1200
1.43507E+12,6.180722892,-0.192771084,7.686746988,1263.25087,-1,1195.604396
1.43507E+12,6.192771084,-0.21686747,7.710843373,1263.978656,-1,1194.139194
1.43507E+12,6.180722892,-0.240963855,7.734939759,1263.25087,-1,1191.941392
1.43507E+12,6.204819277,-0.240963855,7.698795181,1263.978656,-1,1189.74359
1.43507E+12,6.168674699,-0.204819277,7.710843373,1263.978656,-1,1188.278388
1.43507E+12,6.120481928,-0.204819277,7.734939759,1263.978656,-1,1186.080586
1.43507E+12,6.13253012,-0.228915663,7.734939759,1263.978656,-1,1183.882784
1.43507E+12,6.192771084,-0.21686747,7.722891566,1263.978656,-1,1181.684982
1.43507E+12,6.192771084,-0.228915663,7.722891566,1263.978656,-1,1179.487179
1.43507E+12,6.156626506,-0.204819277,7.710843373,1263.978656,-1,1178.021978
1.43507E+12,6.13253012,-0.228915663,7.710843373,1263.25087,-1,1178.754579
1.43507E+12,6.180722892,-0.228915663,7.734939759,1263.978656,-1,1179.487179
1.43507E+12,6.180722892,-0.228915663,7.710843373,1263.978656,-1,1180.952381
1.43507E+12,6.168674699,-0.21686747,7.722891566,1263.978656,-1,1181.684982
1.43507E+12,6.120481928,-0.204819277,7.734939759,1263.978656,-1,1183.150183
1.43507E+12,6.144578313,-0.21686747,7.710843373,1263.978656,-1,1188.278388
1.43507E+12,6.168674699,-0.228915663,7.734939759,1263.978656,-1,1192.673993
1.43507E+12,6.192771084,-0.21686747,7.722891566,1263.978656,-1,1195.604396
1.43507E+12,6.156626506,-0.21686747,7.710843373,1263.978656,-1,1200
1.43507E+12,6.13253012,-0.21686747,7.722891566,1263.978656,-1,1202.197802
1.43507E+12,6.180722892,-0.21686747,7.710843373,1263.25087,-1,1203.663004
1.43507E+12,6.192771084,-0.228915663,7.710843373,1264.707281,-1,1205.860806
1.43507E+12,6.180722892,-0.240963855,7.722891566,1263.978656,-1,1205.860806
1.43507E+12,6.156626506,-0.228915663,7.746987952,1263.978656,-1,1204.395604
1.43507E+12,6.108433735,-0.204819277,7.710843373,1263.978656,-1,1201.465201
1.43507E+12,6.168674699,-0.180722892,7.710843373,1263.978656,-1,1197.802198
1.43507E+12,6.204819277,-0.204819277,7.710843373,1263.978656,-1,1194.139194
1.43507E+12,6.204819277,-0.228915663,7.710843373,1264.707281,-1,1191.208791
1.43507E+12,6.192771084,-0.228915663,7.722891566,1263.978656,-1,1187.545788
1.43507E+12,6.156626506,-0.21686747,7.722891566,1264.707281,-1,1184.615385
1.43507E+12,6.144578313,-0.21686747,7.734939759,1263.978656,-1,1180.21978
1.43507E+12,6.13253012,-0.240963855,7.734939759,1263.978656,-1,1178.754579
1.43507E+12,6.168674699,-0.21686747,7.746987952,1263.978656,-1,1179.487179
1.43507E+12,6.180722892,-0.240963855,7.734939759,1263.25087,-1,1179.487179
1.43507E+12,6.180722892,-0.204819277,7.722891566,1264.707281,-1,1178.021978
1.43507E+12,6.180722892,-0.204819277,7.722891566,1265.436747,-1,1180.21978
1.43507E+12,6.204819277,-0.204819277,7.734939759,1264.707281,-1,1180.21978
1.43507E+12,6.180722892,-0.204819277,7.710843373,1264.707281,-1,1181.684982
1.43507E+12,6.156626506,-0.228915663,7.722891566,1263.978656,-1,1183.150183
1.43507E+12,6.13253012,-0.21686747,7.710843373,1264.707281,-1,1184.615385
1.43507E+12,6.168674699,-0.228915663,7.722891566,1264.707281,-1,1185.347985
1.43507E+12,6.192771084,-0.240963855,7.722891566,1264.707281,-1,1187.545788
1.43507E+12,6.192771084,-0.21686747,7.722891566,1263.978656,-1,1189.010989
1.43507E+12,6.180722892,-0.228915663,7.722891566,1264.707281,-1,1191.941392
1.43507E+12,6.180722892,-0.204819277,7.746987952,1263.978656,-1,1200
1.43507E+12,6.156626506,-0.21686747,7.734939759,1264.707281,-1,1211.721612
1.43507E+12,6.180722892,-0.192771084,7.722891566,1264.707281,-1,1229.304029
1.43507E+12,6.180722892,-0.21686747,7.734939759,1264.707281,-1,1256.410256
1.43507E+12,6.144578313,-0.240963855,7.722891566,1264.707281,-1,1288.644689
1.43507E+12,6.144578313,-0.228915663,7.722891566,1264.707281,-1,1324.542125
1.43507E+12,6.144578313,-0.228915663,7.734939759,1264.707281,-1,1363.369963
1.43507E+12,6.144578313,-0.240963855,7.722891566,1264.707281,-1,1405.128205
1.43507E+12,6.168674699,-0.228915663,7.722891566,1265.436747,-1,1446.886447
1.43507E+12,6.180722892,-0.21686747,7.710843373,1264.707281,-1,1487.912088
1.43507E+12,6.168674699,-0.228915663,7.734939759,1264.707281,-1,1523.809524
1.43507E+12,6.168674699,-0.228915663,7.722891566,1265.436747,-1,1557.509158
1.43507E+12,6.204819277,-0.204819277,7.734939759,1264.707281,-1,1585.347985
1.43507E+12,6.180722892,-0.192771084,7.746987952,1265.436747,-1,1608.791209
